lead_time,no_of_special_requests,avg_price_per_room,arrival_month,arrival_date,market_segment_type,no_of_week_nights,no_of_weekend_nights,type_of_meal_plan,room_type_reserved,booking_status
83,1,102.6,12,26,4,2,1,0,3,1
30,0,0.0,9,24,4,0,0,1,0,1
80,0,119.07,10,6,4,3,0,0,3,0
8,1,205.0,10,21,4,2,0,0,5,1
177,0,100.0,6,3,3,2,0,0,0,0
31,1,119.1,3,5,4,3,2,0,3,0
72,2,109.8,12,3,4,1,2,0,0,1
158,1,79.2,12,24,4,1,1,3,0,0
93,0,128.78,6,14,4,4,0,3,0,0
48,0,65.83,10,23,4,1,0,0,0,1
47,1,92.28,5,11,4,4,0,0,0,1
2,0,65.0,11,22,2,1,2,0,0,1
13,0,85.85,11,12,4,2,2,3,0,1
2,2,130.0,2,6,4,2,2,0,3,1
199,0,94.5,10,1,4,7,2,0,0,0
78,2,62.18,9,30,4,1,0,0,0,1
129,2,124.2,8,16,4,5,0,0,3,1
87,1,80.75,10,23,3,1,2,0,0,1
147,2,104.21,6,5,4,3,2,0,0,1
23,1,92.0,8,31,4,4,1,0,0,1
26,0,95.0,9,18,3,1,2,0,0,1
31,0,218.0,8,28,4,1,2,1,3,0
130,1,117.41,6,16,4,6,2,0,0,1
1,1,88.0,6,13,4,0,1,3,0,1
167,0,122.4,10,1,4,2,2,0,3,0
52,0,82.08,11,14,4,3,1,0,3,1
182,0,120.0,10,12,3,1,0,0,0,0
12,0,65.0,9,14,2,3,1,0,0,0
19,0,69.0,12,5,4,1,2,0,0,1
42,1,144.9,8,14,4,2,2,0,0,1
84,2,149.4,9,9,4,2,0,0,3,1
53,0,116.1,5,31,4,2,0,3,0,0
38,1,78.3,2,12,4,2,2,0,0,0
122,1,64.8,4,18,4,3,1,0,0,1
3,1,106.0,8,20,4,2,0,0,0,1
123,2,116.95,5,22,4,2,2,0,0,1
72,0,108.11,6,1,4,3,0,0,3,1
80,0,104.49,6,21,4,1,0,3,0,0
198,0,90.0,9,9,4,2,1,0,0,0
12,0,60.0,8,5,2,3,0,0,0,1
25,2,145.0,9,25,4,0,2,0,0,1
76,2,72.25,11,19,4,3,0,0,0,1
1,0,111.0,11,19,4,1,0,0,0,1
5,0,146.0,2,23,4,9,2,1,3,0
306,3,95.4,8,14,4,1,2,0,0,1
1,1,0.0,7,30,1,1,0,0,0,1
60,0,75.0,11,25,3,2,2,0,0,1
66,1,132.9,9,1,4,3,0,0,0,1
346,0,72.25,12,28,4,4,0,3,0,0
135,0,132.3,10,1,4,1,2,0,3,0
11,0,88.5,10,23,3,2,2,0,0,1
46,2,69.0,12,26,4,3,2,0,0,1
25,0,76.5,8,15,3,1,1,0,0,1
0,0,75.0,3,24,3,1,0,0,0,1
159,1,114.75,5,13,4,2,2,0,0,0
69,0,107.19,8,31,4,3,0,3,0,0
84,0,58.14,4,10,4,2,2,3,0,1
6,0,75.0,11,23,3,2,0,0,0,1
0,1,0.0,3,22,1,1,0,0,0,1
152,0,94.05,10,23,4,2,2,3,0,0
19,2,104.0,9,19,3,0,1,0,0,1
79,1,76.5,7,2,4,3,0,0,0,0
1,2,139.5,9,16,4,1,0,0,0,1
11,1,85.0,11,17,4,1,0,3,0,1
271,0,78.3,12,3,3,1,2,0,0,1
57,1,78.69,10,10,4,1,2,3,0,1
0,0,124.0,9,9,4,1,0,0,0,1
206,1,119.85,9,27,4,4,0,0,0,0
58,0,88.0,11,11,4,2,0,3,0,0
125,0,116.1,6,9,4,1,0,3,0,1
83,1,106.38,10,31,4,4,1,0,0,1
33,1,97.4,3,4,4,2,2,0,3,1
0,1,95.0,11,17,4,1,0,3,0,1
51,2,135.9,9,26,4,1,1,0,0,1
12,0,85.0,7,17,3,0,1,0,0,0
23,1,143.99,5,2,4,2,1,0,3,1
3,2,133.0,10,4,4,4,2,3,0,1
11,0,75.0,1,15,4,2,1,3,0,1
31,2,124.25,9,16,4,2,2,0,1,1
61,3,155.52,11,6,4,3,2,0,0,1
130,0,194.85,5,5,4,3,0,0,1,1
1,1,89.0,4,16,4,1,0,3,0,1
50,2,115.58,5,14,4,2,2,0,3,1
124,1,88.76,6,30,4,2,0,0,1,1
105,0,110.0,10,12,3,2,1,1,0,0
22,0,95.0,10,11,3,3,0,0,0,1
117,2,93.6,12,26,4,2,1,0,0,1
7,2,174.67,3,24,4,3,0,0,0,1
106,0,110.77,3,15,4,9,2,0,3,0
2,1,123.68,11,21,4,3,1,1,0,1
5,0,123.5,4,24,4,2,2,0,0,1
93,1,76.5,7,23,4,2,0,0,0,0
90,1,93.6,12,21,4,3,0,0,0,1
130,0,80.75,9,3,3,1,2,0,0,1
81,0,94.0,3,25,3,2,1,0,0,1
9,0,75.0,7,27,3,3,0,3,0,1
153,2,105.3,8,1,4,0,1,0,0,0
21,0,157.0,6,1,4,2,0,0,3,0
1,0,79.0,2,13,2,1,0,0,0,1
1,0,98.1,9,30,3,2,0,0,0,1
100,1,84.58,4,5,4,4,0,0,0,1
11,1,124.0,9,2,4,2,0,3,0,1
20,2,96.9,12,21,4,4,1,0,3,1
5,1,76.58,11,10,4,4,0,0,3,1
1,0,197.0,7,7,4,1,0,0,3,1
63,0,73.3,4,22,4,3,2,0,0,1
5,1,89.3,1,15,4,1,0,0,3,1
0,0,156.0,10,3,4,0,1,0,4,1
83,2,105.3,7,14,4,3,1,0,0,1
0,1,79.0,12,13,2,1,0,0,0,1
9,1,249.0,9,14,4,3,0,0,5,1
0,2,98.0,12,7,4,1,0,0,0,1
48,2,100.8,4,17,4,0,2,0,0,1
3,0,65.0,11,5,2,1,0,0,0,1
10,0,97.0,12,11,4,1,0,0,3,1
40,1,196.0,10,21,4,1,0,0,3,1
71,0,88.5,4,24,4,1,2,3,0,1
135,2,114.75,7,13,4,5,2,0,0,1
118,0,95.81,6,26,4,5,2,0,0,0
68,1,87.3,9,7,4,1,0,3,0,0
32,1,124.0,11,4,4,1,0,0,0,0
67,0,75.0,12,2,3,2,1,0,0,1
11,1,182.75,6,17,4,2,0,0,3,0
6,1,128.0,10,27,4,3,2,3,0,1
57,0,75.33,6,10,3,2,1,0,0,1
8,1,124.67,8,17,4,3,0,3,0,1
3,0,117.33,8,17,4,2,1,0,0,1
139,2,228.6,7,4,4,2,1,1,5,0
75,0,75.0,4,24,3,1,2,0,0,1
73,1,87.3,4,5,4,1,0,0,0,1
37,1,119.0,10,27,4,3,0,0,0,1
182,1,94.5,8,3,4,1,0,3,0,0
5,0,66.0,2,28,2,0,2,0,0,1
150,0,123.3,7,30,4,2,2,0,3,0
76,1,93.6,11,22,4,1,0,0,0,1
99,1,114.3,4,28,4,2,0,0,0,1
17,0,69.49,9,5,4,1,2,0,0,1
10,1,152.0,9,17,4,1,0,0,0,1
1,1,175.0,9,22,4,1,0,3,0,1
7,2,177.0,5,22,4,1,2,0,3,1
15,0,96.9,12,5,4,3,1,0,3,1
45,0,168.3,5,12,4,3,2,0,3,1
8,1,89.25,5,25,4,1,0,0,0,1
14,1,109.0,6,22,4,2,0,3,0,1
12,1,89.0,1,16,4,5,2,0,0,1
180,0,80.1,10,28,4,2,0,3,0,0
22,0,85.0,10,5,3,2,0,0,0,1
16,2,71.6,1,17,4,1,2,0,0,1
171,0,137.7,8,22,4,1,1,0,0,0
110,1,99.79,9,6,4,4,0,0,0,1
2,0,65.0,7,10,2,1,2,0,0,1
6,2,130.0,2,25,4,3,1,0,3,1
34,0,152.1,7,29,4,1,0,0,0,1
75,2,93.6,11,18,4,2,1,0,0,1
73,1,149.4,9,19,4,3,1,0,3,0
1,1,115.0,9,9,4,2,0,3,0,1
3,3,0.0,6,20,1,0,1,0,3,1
138,1,90.95,4,20,4,4,0,0,0,0
7,0,111.33,9,7,4,2,1,0,0,1
2,0,67.0,10,27,2,1,0,0,0,1
3,1,81.3,12,27,4,1,2,0,0,1
0,0,142.0,9,9,4,1,0,0,0,1
86,0,139.95,7,27,4,4,0,0,3,0
207,1,62.54,10,28,4,2,2,3,0,1
204,0,90.0,5,5,3,3,0,0,0,0
2,0,79.0,11,13,0,1,2,0,0,1
209,2,90.95,8,21,4,3,2,0,0,1
34,2,153.0,10,7,4,2,2,0,3,1
6,1,124.0,3,17,4,2,0,0,3,1
80,1,75.0,12,5,3,1,1,0,0,1
1,1,116.0,3,8,4,1,0,0,3,1
28,1,73.39,2,5,4,2,2,0,1,1
125,0,113.41,7,22,4,5,2,0,3,0
71,1,131.4,8,26,4,2,2,0,0,1
237,1,107.53,10,12,4,4,0,0,0,0
49,0,102.3,4,3,4,1,2,0,0,1
58,1,85.85,3,28,4,4,1,0,0,0
169,0,137.7,8,22,4,1,1,0,0,0
103,2,99.45,5,1,4,2,2,0,0,1
54,1,74.8,11,18,4,2,2,3,0,1
84,0,96.3,7,17,4,3,2,3,0,0
17,2,238.15,9,17,4,2,2,0,6,1
32,0,165.15,4,27,4,1,0,1,0,1
65,1,79.2,11,26,4,1,2,3,0,1
57,0,116.45,3,29,4,4,0,0,3,0
4,0,91.0,2,13,4,1,2,0,0,1
80,0,108.0,10,9,3,2,0,1,3,1
68,1,89.25,10,11,4,2,2,0,0,0
42,0,131.4,4,5,4,3,0,0,3,0
64,0,158.4,8,8,4,1,1,0,3,1
157,1,90.0,3,19,4,3,2,0,0,1
66,0,85.0,5,5,3,4,2,3,0,1
8,0,85.0,2,16,4,1,0,0,0,1
179,0,111.6,8,31,4,2,0,0,0,0
77,0,77.35,3,22,4,5,0,3,0,1
78,0,69.7,3,22,3,2,0,0,3,1
54,0,65.0,11,18,2,1,0,0,0,1
0,1,76.47,6,27,4,4,1,0,0,1
141,2,104.55,5,15,4,2,2,0,0,1
117,2,105.3,7,19,4,2,0,0,0,1
9,0,75.0,11,18,2,2,0,0,0,1
10,2,161.0,9,24,4,1,0,0,0,1
25,0,108.0,9,12,4,0,1,0,0,0
251,1,96.3,9,3,4,1,0,0,0,0
39,0,87.0,8,14,3,2,0,1,0,1
84,1,105.4,4,27,4,4,0,0,0,1
7,1,92.4,10,28,4,2,0,0,0,1
172,1,90.95,9,18,3,1,2,0,3,1
155,0,177.35,5,22,4,5,3,0,5,0
0,0,92.98,10,5,4,1,0,3,0,1
11,0,93.8,2,12,3,2,1,0,3,1
156,2,111.35,7,16,4,3,2,0,0,0
96,1,87.3,4,18,4,2,1,0,0,1
7,1,84.0,7,25,2,0,1,0,0,1
116,1,90.0,11,3,4,3,1,0,0,1
291,0,115.0,8,19,3,2,0,1,0,0
257,3,106.2,10,2,4,1,2,0,0,1
100,0,110.0,9,28,3,4,0,1,0,1
240,1,105.3,8,24,4,3,0,0,0,0
24,1,77.25,1,29,4,2,1,0,1,1
24,1,108.0,9,12,4,0,1,0,0,1
31,0,99.0,8,30,4,4,0,3,0,0
181,2,76.5,8,6,4,2,0,0,1,0
80,3,147.9,7,8,4,2,1,0,3,1
188,0,80.75,6,2,3,3,0,0,0,0
108,0,85.85,4,15,4,3,2,0,0,0
7,1,91.0,6,23,4,1,0,0,0,0
1,0,75.0,11,23,3,1,0,0,0,1
31,0,85.0,10,27,3,3,1,0,0,1
102,1,132.6,5,15,4,13,6,0,3,0
71,0,127.0,9,22,3,3,0,1,0,1
105,0,131.4,8,26,4,2,1,0,3,0
1,0,85.0,5,12,3,1,0,3,0,1
174,1,103.5,8,7,4,1,2,3,0,0
4,2,211.0,4,9,4,1,0,0,5,1
13,0,104.0,4,26,4,2,0,3,0,1
45,0,63.75,3,7,4,3,1,3,0,0
61,0,118.8,4,22,4,2,1,0,3,0
248,0,80.75,10,24,4,5,3,3,0,0
185,1,122.4,10,5,4,2,0,0,3,0
42,1,80.3,1,16,4,1,0,0,0,1
128,0,81.25,7,7,3,3,2,0,0,1
79,0,95.2,4,3,4,4,2,0,3,0
108,0,153.9,5,27,3,2,2,0,4,1
2,0,86.0,2,7,4,0,1,0,0,1
105,0,123.25,7,4,4,4,1,0,0,0
18,1,96.9,11,13,4,4,2,0,3,1
147,1,6.0,4,4,4,3,1,0,1,1
5,1,86.6,11,17,3,2,0,0,0,1
18,0,89.0,6,23,4,1,0,3,0,1
52,0,85.0,4,22,3,2,1,3,0,1
56,3,177.3,6,12,4,1,2,0,3,1
71,0,75.0,11,25,3,2,0,0,0,1
97,1,121.5,7,12,4,2,0,0,0,1
79,0,75.0,11,13,3,2,0,0,0,1
8,2,120.0,11,2,4,1,0,3,0,1
84,1,149.18,10,31,4,3,1,1,0,1
191,1,80.75,5,12,3,2,0,0,0,1
22,0,59.09,12,26,4,1,2,0,0,1
7,2,140.0,10,4,4,5,0,3,0,0
58,2,110.36,10,15,4,3,2,0,1,1
9,0,95.0,4,7,4,2,0,0,0,0
3,1,179.71,9,11,4,5,2,0,3,0
177,1,99.45,7,31,4,2,2,0,0,1
12,0,127.8,9,16,4,2,0,0,0,1
26,0,105.0,9,8,4,1,0,0,0,1
1,0,98.0,8,7,4,0,1,3,0,1
3,0,81.0,2,14,4,2,2,3,0,1
57,0,101.52,9,21,3,2,0,0,0,1
22,1,159.0,8,1,4,3,1,0,0,1
12,1,151.0,8,12,4,5,2,0,0,1
77,0,147.6,8,26,4,2,2,0,3,0
31,2,85.5,10,5,4,2,1,0,0,1
28,1,97.58,9,27,4,3,0,3,0,1
8,0,62.37,11,26,4,1,0,0,0,1
66,0,75.0,10,9,3,2,1,0,0,1
85,0,107.1,8,18,4,1,0,3,0,0
208,0,80.75,7,30,4,2,2,3,0,0
35,1,133.2,9,26,4,1,1,0,0,0
141,1,114.3,8,10,4,2,0,0,0,1
10,1,151.0,6,30,4,3,1,0,0,1
186,2,102.6,9,30,4,2,2,3,0,0
19,2,104.0,12,5,4,2,1,0,0,1
40,1,125.1,8,5,4,2,2,0,0,1
52,2,116.1,5,13,4,2,1,3,0,1
11,1,75.0,8,7,4,1,0,0,0,1
181,1,85.5,7,8,4,1,0,3,0,0
52,1,135.9,8,2,4,5,2,0,0,1
36,1,109.0,10,28,4,2,1,3,0,1
2,1,87.3,1,8,4,2,1,0,0,1
146,1,103.5,8,14,4,0,1,3,0,0
8,1,129.0,10,20,4,3,0,0,0,1
75,1,76.5,10,31,4,2,2,0,0,0
1,2,120.0,10,25,4,1,0,3,0,1
5,0,112.0,10,18,4,3,0,3,0,1
9,1,93.0,2,21,4,1,2,0,0,1
3,0,69.0,3,13,2,1,2,0,0,1
45,1,108.0,10,11,4,3,0,3,0,1
222,1,96.3,8,31,4,3,0,0,0,0
7,0,195.7,9,29,4,1,0,0,0,1
117,1,116.05,7,8,4,3,2,0,0,1
25,0,187.0,7,2,4,1,1,0,3,0
190,0,130.05,12,26,4,4,1,1,3,1
10,3,89.89,11,27,4,2,2,0,0,1
2,1,97.54,11,22,4,4,0,0,0,1
39,2,96.3,11,13,4,2,1,0,0,1
2,1,0.0,1,16,1,1,0,0,0,1
38,0,177.3,4,21,4,3,1,0,5,0
18,0,85.0,10,10,3,3,1,0,0,1
14,0,62.5,5,27,3,1,0,0,0,1
4,0,162.75,6,10,4,2,0,0,3,0
2,0,67.0,5,4,2,1,0,0,0,1
85,0,94.5,7,13,4,4,0,3,0,0
2,0,65.0,8,12,2,1,0,0,0,1
59,1,120.96,9,2,4,3,2,0,3,0
8,1,120.0,9,23,4,1,0,0,0,0
77,0,90.95,10,20,3,3,1,0,3,1
132,0,72.25,7,1,3,2,1,0,0,1
170,2,108.9,10,3,4,3,1,0,0,0
45,1,126.0,11,25,4,2,1,0,3,1
7,1,215.0,11,7,4,1,1,0,3,1
215,1,106.25,8,29,4,3,1,0,0,0
113,0,103.5,7,10,4,0,1,3,0,0
4,0,36.25,8,1,3,1,2,1,0,1
9,3,127.0,6,23,4,1,0,0,3,1
83,0,75.0,5,1,3,2,2,0,0,1
9,1,140.0,10,16,4,2,2,3,0,0
63,2,144.5,4,13,4,4,0,1,3,0
101,3,121.5,7,15,4,1,0,0,0,1
15,1,47.33,12,27,3,3,0,0,0,1
7,1,93.0,2,26,4,2,0,0,0,1
155,1,83.12,8,9,4,4,0,0,0,1
45,1,128.4,6,8,4,3,0,0,3,1
143,1,100.0,8,25,3,3,0,0,0,1
32,1,94.5,10,4,4,3,2,0,0,0
82,0,67.83,7,24,4,4,2,3,0,1
0,2,0.0,1,5,1,3,0,0,3,1
90,0,105.4,10,19,3,4,0,0,0,1
76,0,142.2,7,10,4,2,2,0,3,1
158,0,114.3,7,7,4,3,0,0,0,0
62,0,75.0,11,21,3,3,1,0,0,1
154,0,112.0,7,13,3,4,1,0,0,0
8,0,65.0,3,1,2,5,0,0,0,1
54,1,118.8,4,7,4,3,0,0,3,1
0,0,124.0,8,11,4,3,0,0,0,1
20,1,77.77,4,17,4,1,2,0,0,1
156,0,131.52,11,8,4,5,0,0,0,0
265,0,100.3,10,9,4,3,2,0,0,0
3,2,109.85,6,7,4,3,0,0,3,1
38,0,131.4,3,18,4,2,1,0,3,0
46,2,152.1,7,27,4,1,0,0,0,1
3,1,112.0,5,21,3,1,1,1,0,1
42,1,106.8,11,25,4,3,0,0,0,1
63,2,149.4,9,12,4,2,1,0,3,1
195,2,112.2,8,17,4,5,2,0,3,0
25,0,106.2,9,9,4,1,0,3,0,0
102,1,94.5,7,26,4,2,0,3,0,0
48,1,133.74,8,26,4,3,2,0,3,0
2,1,100.47,3,27,3,1,2,0,0,1
0,0,76.0,1,21,2,1,0,0,0,1
37,0,107.1,3,31,4,4,2,3,0,0
2,1,79.0,2,13,4,1,0,3,0,0
143,0,100.0,8,25,3,3,0,0,0,1
131,0,137.19,7,30,4,6,2,0,3,0
258,0,96.3,10,29,4,1,2,0,0,0
114,0,75.0,7,1,4,2,1,0,0,0
38,0,137.52,9,16,4,2,0,0,4,1
28,0,141.67,12,30,3,2,1,0,0,1
71,1,122.4,7,10,4,3,2,0,3,1
8,1,108.57,5,10,4,2,0,0,3,0
5,0,69.1,2,8,4,3,1,3,0,1
11,0,55.0,11,30,3,2,1,0,0,1
274,1,96.5,7,31,4,1,2,0,1,1
35,0,82.35,2,19,4,2,2,3,0,1
46,2,75.0,3,29,3,5,0,0,0,1
125,1,84.58,7,18,3,5,2,1,0,1
65,1,118.14,9,25,4,3,2,0,0,1
162,0,115.0,10,14,4,2,2,0,0,0
75,0,12.0,3,17,3,3,1,0,0,0
0,0,85.0,8,13,4,2,0,0,0,1
11,2,73.6,2,12,3,2,1,0,3,1
12,2,151.0,6,29,4,2,0,0,3,1
5,2,162.0,8,16,4,3,2,0,5,1
3,2,178.67,11,18,4,2,1,0,5,1
210,0,88.7,5,2,4,1,1,0,0,0
26,3,124.0,9,12,4,1,2,0,0,1
30,2,140.88,11,4,4,2,2,0,3,1
84,1,150.3,8,5,4,2,2,0,3,1
34,0,65.0,7,19,2,1,0,0,0,0
30,0,88.4,3,4,4,2,0,0,0,1
141,1,72.76,5,23,4,0,1,3,0,1
58,0,73.95,2,6,4,2,2,0,0,0
247,1,93.0,6,6,3,1,1,1,0,1
45,2,107.1,10,20,4,1,0,0,0,1
11,1,150.0,11,5,4,1,0,0,0,0
70,1,167.45,12,3,4,5,2,1,3,1
17,0,118.0,9,2,4,1,0,3,0,1
4,1,100.8,10,19,3,2,1,0,0,1
184,2,130.5,8,2,4,3,0,0,0,0
274,2,107.0,8,9,4,3,0,0,0,0
8,0,142.67,6,8,4,3,0,0,3,0
17,1,119.71,10,3,4,5,2,0,3,1
5,1,107.0,3,21,4,4,1,3,0,1
40,0,96.3,10,24,4,1,0,0,0,1
109,0,114.3,7,3,4,1,2,0,0,0
89,2,79.2,12,17,4,1,2,3,0,1
36,0,91.0,10,13,3,3,0,1,0,1
0,1,89.0,4,7,4,2,0,3,0,1
81,3,110.8,12,30,4,4,0,0,0,1
33,0,64.0,1,25,2,3,1,0,0,1
2,0,119.0,4,12,4,1,0,3,0,1
101,0,80.75,10,23,3,1,2,0,0,1
49,0,80.75,6,3,3,2,0,0,0,1
23,2,110.84,4,18,4,4,1,0,3,1
16,0,105.0,9,2,4,3,0,0,0,1
56,0,152.1,7,30,4,2,2,0,3,0
58,0,121.56,9,10,4,3,2,0,0,1
62,0,112.2,4,11,4,4,1,0,3,1
16,1,97.02,9,30,4,1,0,0,0,1
58,0,85.5,1,27,3,2,0,0,0,1
18,1,148.0,12,31,4,1,1,0,3,1
1,0,71.65,8,1,4,1,1,3,0,1
140,2,76.5,8,10,4,6,3,0,0,1
31,1,117.3,3,2,4,4,0,0,3,1
1,3,184.0,10,1,4,1,1,0,0,1
126,1,80.75,6,2,3,3,0,0,0,1
7,0,65.0,12,10,2,1,0,0,0,1
28,1,96.36,9,29,4,4,0,0,0,1
76,0,150.45,5,29,4,2,2,0,3,0
18,1,186.5,10,2,4,2,0,0,5,1
71,0,79.56,7,13,3,4,0,0,0,1
158,0,107.1,8,15,3,2,1,0,3,0
23,1,133.5,6,17,4,2,2,0,0,1
216,0,86.7,8,30,3,4,0,0,3,1
39,1,138.06,4,24,4,3,2,0,3,0
57,1,132.6,5,15,4,3,2,0,3,1
6,0,65.0,11,17,2,2,0,0,0,1
6,0,79.0,2,26,4,2,0,3,0,0
66,0,150.22,11,6,4,3,2,1,0,0
28,1,122.0,9,1,4,2,0,0,0,0
6,0,92.0,2,22,4,2,1,0,0,0
61,0,90.0,11,21,3,1,2,0,3,1
119,0,83.0,3,29,3,2,0,0,0,1
4,1,94.0,11,8,2,2,0,0,3,1
131,2,121.5,7,3,4,0,2,0,0,1
0,1,158.0,8,18,4,1,0,3,0,0
266,2,69.36,12,4,3,1,2,1,3,1
62,2,109.8,9,3,4,1,2,0,0,1
0,0,96.12,6,6,4,0,1,0,0,1
77,0,116.94,9,22,4,4,0,0,0,0
12,0,85.0,7,9,3,2,2,0,0,1
117,2,123.3,10,28,4,2,2,0,3,1
2,1,96.0,12,18,4,0,2,0,0,1
66,2,149.4,9,15,4,3,0,0,3,1
3,2,195.0,10,9,4,0,1,0,4,1
67,0,85.5,4,3,4,1,2,3,0,0
80,0,89.75,5,16,3,1,1,0,0,1
69,1,140.4,6,30,4,3,2,0,3,1
122,0,86.0,3,27,3,1,2,1,0,1
36,1,61.75,2,12,4,2,1,0,3,1
27,0,156.0,5,18,4,1,0,0,3,1
7,0,101.0,4,3,4,1,2,0,0,0
1,0,92.11,6,12,4,3,2,0,0,1
7,1,99.0,7,20,4,1,0,3,0,1
124,1,105.3,6,30,4,2,0,0,0,1
132,0,72.25,7,17,3,1,2,0,0,1
10,1,90.0,8,18,4,5,0,0,0,1
37,1,126.6,3,24,4,3,0,0,0,1
80,1,117.9,8,12,4,2,0,0,0,1
55,1,99.0,3,22,4,3,0,0,0,0
44,0,91.2,11,19,4,1,1,0,0,0
18,1,107.25,4,18,4,4,1,0,3,1
146,0,113.56,8,9,3,3,0,0,4,1
19,2,69.0,12,5,4,1,2,0,0,1
27,1,88.0,12,6,2,1,0,0,0,1
32,2,94.5,10,6,4,3,0,0,0,1
34,2,103.5,10,12,4,1,1,0,0,1
0,0,108.8,5,10,3,3,0,0,0,1
16,1,119.0,4,22,4,1,0,3,0,1
183,1,110.0,9,8,3,3,0,0,0,0
130,0,96.9,7,26,3,3,0,0,0,1
206,1,130.5,9,8,4,3,0,0,1,0
27,0,110.0,11,15,3,4,0,1,0,1
32,1,214.75,8,17,4,2,0,0,6,1
14,1,152.67,6,28,4,3,0,0,3,0
3,4,155.68,9,20,4,3,0,0,1,1
20,1,74.8,12,22,4,3,1,3,0,1
46,2,163.8,5,16,4,1,1,0,3,1
20,1,99.0,1,29,4,2,1,0,3,1
36,1,116.1,5,21,4,1,1,3,0,1
161,1,96.9,7,15,3,2,1,0,0,1
37,2,81.9,3,10,4,3,1,0,0,1
160,1,107.0,4,17,4,2,2,0,0,0
49,0,85.0,12,30,3,4,0,0,0,1
219,0,108.0,9,4,3,1,0,1,0,0
172,0,115.2,5,22,4,1,2,0,3,0
198,1,62.18,7,31,4,2,2,3,0,1
12,2,124.0,9,21,4,2,1,0,0,1
75,2,135.0,10,14,4,5,2,0,0,0
136,0,80.75,6,28,4,5,2,3,0,1
31,0,125.1,5,17,4,2,0,3,0,0
22,0,97.0,11,26,4,2,0,0,0,0
6,1,91.0,2,16,4,1,0,0,0,0
63,2,142.2,9,1,4,3,1,0,3,1
112,1,112.5,8,9,4,4,0,3,0,1
111,0,96.9,7,24,3,1,2,0,0,0
32,1,135.9,7,3,4,2,2,0,0,1
9,0,56.0,3,2,3,2,0,0,0,1
249,0,112.5,11,18,4,2,1,1,0,0
56,0,69.6,2,26,4,2,0,0,0,0
10,1,92.0,2,12,4,2,1,0,0,1
49,1,108.0,10,3,4,2,1,3,0,1
55,1,84.45,1,29,4,2,2,0,3,1
48,1,86.3,2,27,4,1,2,0,0,1
41,0,106.8,3,24,4,3,0,3,0,1
359,1,78.0,10,14,3,3,2,0,0,1
7,1,119.0,1,2,4,1,0,0,0,1
87,1,85.5,6,26,4,0,1,3,0,1
12,0,72.0,10,4,3,0,1,0,0,1
36,0,87.3,1,28,4,2,0,0,3,0
125,0,126.51,7,31,4,5,2,0,3,1
111,0,96.67,6,1,3,3,0,0,0,1
9,0,89.0,4,8,4,1,0,3,0,0
31,1,83.9,3,5,4,1,2,0,0,1
85,0,90.0,9,9,2,2,0,0,0,1
2,1,110.6,2,26,4,3,2,0,3,1
17,1,152.1,12,29,4,3,1,0,0,1
42,0,116.1,5,12,4,2,0,0,0,1
13,0,131.6,4,14,3,1,0,1,0,1
3,2,79.5,12,19,4,1,1,3,0,1
16,0,164.0,9,26,4,0,1,0,3,0
34,0,122.4,6,19,4,1,2,0,3,0
220,1,99.0,8,15,4,1,1,3,0,1
39,1,129.6,10,27,4,2,0,0,3,1
2,0,104.0,4,6,2,1,0,0,0,1
44,1,60.0,11,11,3,3,0,0,3,1
20,2,88.0,12,25,4,0,2,3,0,1
76,0,82.45,3,18,4,2,2,0,0,1
63,2,89.25,10,15,4,1,0,0,0,1
62,3,126.0,11,18,4,2,0,0,3,1
124,1,46.67,3,15,3,5,1,0,0,1
153,0,90.46,7,15,4,5,2,0,0,0
76,2,120.9,11,10,4,3,0,0,0,1
9,0,75.0,9,20,3,3,2,0,3,1
26,1,67.76,12,21,4,1,0,3,0,1
13,0,86.0,2,3,2,4,0,0,4,1
8,0,96.0,3,8,4,1,0,0,0,1
104,1,135.9,5,17,4,3,0,0,0,1
1,1,155.0,10,20,4,1,0,0,3,1
35,1,129.0,10,28,4,2,1,0,0,1
5,0,0.0,10,19,4,2,1,0,0,1
6,0,167.0,4,22,4,2,0,0,3,1
33,1,84.15,11,11,4,2,2,3,0,0
20,0,122.6,7,28,4,2,0,0,0,1
150,2,90.0,6,16,3,3,0,1,0,1
13,2,123.67,9,30,3,3,0,1,0,1
181,1,72.75,8,6,4,5,2,0,0,1
86,0,76.5,7,6,4,3,1,0,0,0
13,1,90.98,9,20,4,3,2,0,3,1
247,0,115.0,6,6,4,1,1,1,0,0
46,0,86.4,12,7,4,3,0,0,0,0
15,2,166.6,5,29,4,2,2,0,5,1
17,1,90.95,11,3,4,5,0,0,0,1
28,2,154.0,9,28,4,2,0,0,3,1
0,1,129.0,6,3,4,1,0,3,0,1
3,1,120.0,10,13,4,1,0,0,0,1
9,0,105.0,4,10,4,0,1,3,0,1
16,1,105.82,4,12,4,3,0,0,3,1
143,1,114.3,8,14,4,2,2,0,0,1
69,2,79.38,10,31,4,4,1,3,0,0
116,1,137.7,7,28,4,1,0,0,3,1
133,1,84.33,3,11,3,2,1,0,0,1
193,1,93.09,9,29,4,3,0,0,0,0
22,1,118.07,11,10,4,3,0,0,3,1
45,2,94.5,10,22,4,3,0,0,0,1
204,0,100.0,5,5,4,3,0,0,0,0
201,1,103.5,8,9,4,2,0,3,0,0
76,2,116.1,5,16,4,2,1,3,0,1
9,1,75.0,11,1,4,1,2,3,0,1
